arquivo;modelo;url
PALIO_ATTRACTIVE.PNG;PALIO_ATTRACTIVE;https://raw.githubusercontent.com/rogersalles/car_models/main/PALIO_ATTRACTIVE.PNG
PALIO_SPORTING.PNG;PALIO_SPORTING;https://raw.githubusercontent.com/rogersalles/car_models/main/PALIO_SPORTING.PNG
PCX.PNG;PCX;https://raw.githubusercontent.com/rogersalles/car_models/main/PCX.PNG
POLO.PNG;POLO;https://raw.githubusercontent.com/rogersalles/car_models/main/POLO.PNG
POLO_200_HIGHLINE-1.PNG;POLO_200_HIGHLINE-1;https://raw.githubusercontent.com/rogersalles/car_models/main/POLO_200_HIGHLINE-1.PNG
POLO_200_HIGHLINE.PNG;POLO_200_HIGHLINE;https://raw.githubusercontent.com/rogersalles/car_models/main/POLO_200_HIGHLINE.PNG
POLO_HIGHLINE.PNG;POLO_HIGHLINE;https://raw.githubusercontent.com/rogersalles/car_models/main/POLO_HIGHLINE.PNG
POLO_SEDAN.PNG;POLO_SEDAN;https://raw.githubusercontent.com/rogersalles/car_models/main/POLO_SEDAN.PNG
POLO_SEDAN_I.PNG;POLO_SEDAN_I;https://raw.githubusercontent.com/rogersalles/car_models/main/POLO_SEDAN_I.PNG
POP.PNG;POP;https://raw.githubusercontent.com/rogersalles/car_models/main/POP.PNG
PRISMA.PNG;PRISMA;https://raw.githubusercontent.com/rogersalles/car_models/main/PRISMA.PNG
PRISMA_JOY.PNG;PRISMA_JOY;https://raw.githubusercontent.com/rogersalles/car_models/main/PRISMA_JOY.PNG
PRISMA_LT.PNG;PRISMA_LT;https://raw.githubusercontent.com/rogersalles/car_models/main/PRISMA_LT.PNG
PULSE.PNG;PULSE;https://raw.githubusercontent.com/rogersalles/car_models/main/PULSE.PNG
PULSE_AUDACE.PNG;PULSE_AUDACE;https://raw.githubusercontent.com/rogersalles/car_models/main/PULSE_AUDACE.PNG
PULSE_IMPETUS.PNG;PULSE_IMPETUS;https://raw.githubusercontent.com/rogersalles/car_models/main/PULSE_IMPETUS.PNG
PUNTO_ATTRACTIVE.PNG;PUNTO_ATTRACTIVE;https://raw.githubusercontent.com/rogersalles/car_models/main/PUNTO_ATTRACTIVE.PNG
PUNTO_SPORTING.PNG;PUNTO_SPORTING;https://raw.githubusercontent.com/rogersalles/car_models/main/PUNTO_SPORTING.PNG
RAM_CLASSIC_LARAMIE.PNG;RAM_CLASSIC_LARAMIE;https://raw.githubusercontent.com/rogersalles/car_models/main/RAM_CLASSIC_LARAMIE.PNG
RAMPAGE.PNG;RAMPAGE;https://raw.githubusercontent.com/rogersalles/car_models/main/RAMPAGE.PNG
RANGE_ROVER_EVOQUE.PNG;RANGE_ROVER_EVOQUE;https://raw.githubusercontent.com/rogersalles/car_models/main/RANGE_ROVER_EVOQUE.PNG
RANGER.PNG;RANGER;https://raw.githubusercontent.com/rogersalles/car_models/main/RANGER.PNG
RANGER_BLACK.PNG;RANGER_BLACK;https://raw.githubusercontent.com/rogersalles/car_models/main/RANGER_BLACK.PNG
RANGER_LIMITED.PNG;RANGER_LIMITED;https://raw.githubusercontent.com/rogersalles/car_models/main/RANGER_LIMITED.PNG
RANGER_XLS.PNG;RANGER_XLS;https://raw.githubusercontent.com/rogersalles/car_models/main/RANGER_XLS.PNG
RANGER_XLT.PNG;RANGER_XLT;https://raw.githubusercontent.com/rogersalles/car_models/main/RANGER_XLT.PNG
RAV4.PNG;RAV4;https://raw.githubusercontent.com/rogersalles/car_models/main/RAV4.PNG
RENEGADE.PNG;RENEGADE;https://raw.githubusercontent.com/rogersalles/car_models/main/RENEGADE.PNG
RENEGADE_LONGITUDE.PNG;RENEGADE_LONGITUDE;https://raw.githubusercontent.com/rogersalles/car_models/main/RENEGADE_LONGITUDE.PNG
S10.PNG;S10;https://raw.githubusercontent.com/rogersalles/car_models/main/S10.PNG
S10_CABINE_SIMPLES.PNG;S10_CABINE_SIMPLES;https://raw.githubusercontent.com/rogersalles/car_models/main/S10_CABINE_SIMPLES.PNG
S10_CHASSI.PNG;S10_CHASSI;https://raw.githubusercontent.com/rogersalles/car_models/main/S10_CHASSI.PNG
S10_HIGH_COUNTRY.PNG;S10_HIGH_COUNTRY;https://raw.githubusercontent.com/rogersalles/car_models/main/S10_HIGH_COUNTRY.PNG
S10_LS.PNG;S10_LS;https://raw.githubusercontent.com/rogersalles/car_models/main/S10_LS.PNG
S10_LT.PNG;S10_LT;https://raw.githubusercontent.com/rogersalles/car_models/main/S10_LT.PNG
S10_LTZ.PNG;S10_LTZ;https://raw.githubusercontent.com/rogersalles/car_models/main/S10_LTZ.PNG
S10_MIDNIGHT.PNG;S10_MIDNIGHT;https://raw.githubusercontent.com/rogersalles/car_models/main/S10_MIDNIGHT.PNG
SAVEIRO.PNG;SAVEIRO;https://raw.githubusercontent.com/rogersalles/car_models/main/SAVEIRO.PNG
SCUDO.PNG;SCUDO;https://raw.githubusercontent.com/rogersalles/car_models/main/SCUDO.PNG
SCUDO_CARGO.PNG;SCUDO_CARGO;https://raw.githubusercontent.com/rogersalles/car_models/main/SCUDO_CARGO.PNG
SEAL.PNG;SEAL;https://raw.githubusercontent.com/rogersalles/car_models/main/SEAL.PNG
SEDAN_XL-1.PNG;SEDAN_XL-1;https://raw.githubusercontent.com/rogersalles/car_models/main/SEDAN_XL-1.PNG
SEM_FOTO.PNG;SEM_FOTO;https://raw.githubusercontent.com/rogersalles/car_models/main/SEM_FOTO.PNG
SIENA.PNG;SIENA;https://raw.githubusercontent.com/rogersalles/car_models/main/SIENA.PNG
SIENA_EL.PNG;SIENA_EL;https://raw.githubusercontent.com/rogersalles/car_models/main/SIENA_EL.PNG
SONG_PLUS.PNG;SONG_PLUS;https://raw.githubusercontent.com/rogersalles/car_models/main/SONG_PLUS.PNG
SPIN.PNG;SPIN;https://raw.githubusercontent.com/rogersalles/car_models/main/SPIN.PNG
SPIN_ACTIV.PNG;SPIN_ACTIV;https://raw.githubusercontent.com/rogersalles/car_models/main/SPIN_ACTIV.PNG
SPIN_LT.PNG;SPIN_LT;https://raw.githubusercontent.com/rogersalles/car_models/main/SPIN_LT.PNG
SPIN_LTZ.PNG;SPIN_LTZ;https://raw.githubusercontent.com/rogersalles/car_models/main/SPIN_LTZ.PNG
SPIN_PREMIER.PNG;SPIN_PREMIER;https://raw.githubusercontent.com/rogersalles/car_models/main/SPIN_PREMIER.PNG
SPORTAGE.PNG;SPORTAGE;https://raw.githubusercontent.com/rogersalles/car_models/main/SPORTAGE.PNG
SPORTAGE_EX.PNG;SPORTAGE_EX;https://raw.githubusercontent.com/rogersalles/car_models/main/SPORTAGE_EX.PNG
SPORTAGE_EX_P.263.PNG;SPORTAGE_EX_P.263;https://raw.githubusercontent.com/rogersalles/car_models/main/SPORTAGE_EX_P.263.PNG
STRADA.PNG;STRADA;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA.PNG
STRADA_ADVENTURE.PNG;STRADA_ADVENTURE;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA_ADVENTURE.PNG
STRADA_EDIZIONE_25.PNG;STRADA_EDIZIONE_25;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA_EDIZIONE_25.PNG
STRADA_ENDURANCE.PNG;STRADA_ENDURANCE;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA_ENDURANCE.PNG
STRADA_FREEDOM.PNG;STRADA_FREEDOM;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA_FREEDOM.PNG
STRADA_HARD_WORKING.PNG;STRADA_HARD_WORKING;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA_HARD_WORKING.PNG
STRADA_RANCH.PNG;STRADA_RANCH;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA_RANCH.PNG
STRADA_ULTRA.PNG;STRADA_ULTRA;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA_ULTRA.PNG
STRADA_WORKING.PNG;STRADA_WORKING;https://raw.githubusercontent.com/rogersalles/car_models/main/STRADA_WORKING.PNG
SW4.PNG;SW4;https://raw.githubusercontent.com/rogersalles/car_models/main/SW4.PNG
SW4_SRX.PNG;SW4_SRX;https://raw.githubusercontent.com/rogersalles/car_models/main/SW4_SRX.PNG
T-CROSS-1.PNG;T-CROSS-1;https://raw.githubusercontent.com/rogersalles/car_models/main/T-CROSS-1.PNG
T-CROSS.PNG;T-CROSS;https://raw.githubusercontent.com/rogersalles/car_models/main/T-CROSS.PNG
T-CROSS_250.PNG;T-CROSS_250;https://raw.githubusercontent.com/rogersalles/car_models/main/T-CROSS_250.PNG
T-CROSS_COMFORTLINE.PNG;T-CROSS_COMFORTLINE;https://raw.githubusercontent.com/rogersalles/car_models/main/T-CROSS_COMFORTLINE.PNG
T-CROSS_HIGHLINE.PNG;T-CROSS_HIGHLINE;https://raw.githubusercontent.com/rogersalles/car_models/main/T-CROSS_HIGHLINE.PNG
T-CROSS_SENSE.PNG;T-CROSS_SENSE;https://raw.githubusercontent.com/rogersalles/car_models/main/T-CROSS_SENSE.PNG
T_CROSS.PNG;T_CROSS;https://raw.githubusercontent.com/rogersalles/car_models/main/T_CROSS.PNG
T_CROSS_250.PNG;T_CROSS_250;https://raw.githubusercontent.com/rogersalles/car_models/main/T_CROSS_250.PNG
TCROSS-1.PNG;TCROSS-1;https://raw.githubusercontent.com/rogersalles/car_models/main/TCROSS-1.PNG
TCROSS.PNG;TCROSS;https://raw.githubusercontent.com/rogersalles/car_models/main/TCROSS.PNG
TERA.PNG;TERA;https://raw.githubusercontent.com/rogersalles/car_models/main/TERA.PNG
TIGGO-1.PNG;TIGGO-1;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO-1.PNG
TIGGO.PNG;TIGGO;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO.PNG
TIGGO_2_ACT-1.PNG;TIGGO_2_ACT-1;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_2_ACT-1.PNG
TIGGO_2_ACT.PNG;TIGGO_2_ACT;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_2_ACT.PNG
TIGGO_2_LOOK.PNG;TIGGO_2_LOOK;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_2_LOOK.PNG
TIGGO_5X_PRO_HYBRID.PNG;TIGGO_5X_PRO_HYBRID;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_5X_PRO_HYBRID.PNG
TIGGO_5X_SPORT.PNG;TIGGO_5X_SPORT;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_5X_SPORT.PNG
TIGGO_5X_TXS.PNG;TIGGO_5X_TXS;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_5X_TXS.PNG
TIGGO_7_PRO.PNG;TIGGO_7_PRO;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_7_PRO.PNG
TIGGO_7_TXS.PNG;TIGGO_7_TXS;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_7_TXS.PNG
TIGGO_8-1.PNG;TIGGO_8-1;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_8-1.PNG
TIGGO_8_FOUNDER'S_EDITION.PNG;TIGGO_8_FOUNDER'S_EDITION;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_8_FOUNDER'S_EDITION.PNG
TIGGO_8_PRO.PNG;TIGGO_8_PRO;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_8_PRO.PNG
TIGGO_8_PRO_HYBRID.PNG;TIGGO_8_PRO_HYBRID;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_8_PRO_HYBRID.PNG
TIGGO_8_TXS.PNG;TIGGO_8_TXS;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGGO_8_TXS.PNG
TIGUAN.PNG;TIGUAN;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGUAN.PNG
TIGUAN_ALLSPACE_R-LINE.PNG;TIGUAN_ALLSPACE_R-LINE;https://raw.githubusercontent.com/rogersalles/car_models/main/TIGUAN_ALLSPACE_R-LINE.PNG
TITANO.PNG;TITANO;https://raw.githubusercontent.com/rogersalles/car_models/main/TITANO.PNG
TITANO_VOLCANO.PNG;TITANO_VOLCANO;https://raw.githubusercontent.com/rogersalles/car_models/main/TITANO_VOLCANO.PNG
TORO.PNG;TORO;https://raw.githubusercontent.com/rogersalles/car_models/main/TORO.PNG
TORO_ENDURANCE.PNG;TORO_ENDURANCE;https://raw.githubusercontent.com/rogersalles/car_models/main/TORO_ENDURANCE.PNG
TORO_FREEDOM.PNG;TORO_FREEDOM;https://raw.githubusercontent.com/rogersalles/car_models/main/TORO_FREEDOM.PNG
TORO_ULTRA.PNG;TORO_ULTRA;https://raw.githubusercontent.com/rogersalles/car_models/main/TORO_ULTRA.PNG
TORO_VOLCANO.PNG;TORO_VOLCANO;https://raw.githubusercontent.com/rogersalles/car_models/main/TORO_VOLCANO.PNG
TOYOTA_CAMRY.PNG;TOYOTA_CAMRY;https://raw.githubusercontent.com/rogersalles/car_models/main/TOYOTA_CAMRY.PNG
TRACKER.PNG;TRACKER;https://raw.githubusercontent.com/rogersalles/car_models/main/TRACKER.PNG
TRACKER_MIDNIGHT.PNG;TRACKER_MIDNIGHT;https://raw.githubusercontent.com/rogersalles/car_models/main/TRACKER_MIDNIGHT.PNG
TRACKER_RS.PNG;TRACKER_RS;https://raw.githubusercontent.com/rogersalles/car_models/main/TRACKER_RS.PNG
TRANSIT_MINIBUS.PNG;TRANSIT_MINIBUS;https://raw.githubusercontent.com/rogersalles/car_models/main/TRANSIT_MINIBUS.PNG
TUCSON.PNG;TUCSON;https://raw.githubusercontent.com/rogersalles/car_models/main/TUCSON.PNG
TUCSON_GLS.PNG;TUCSON_GLS;https://raw.githubusercontent.com/rogersalles/car_models/main/TUCSON_GLS.PNG
UNO.PNG;UNO;https://raw.githubusercontent.com/rogersalles/car_models/main/UNO.PNG
UNO_DRIVE.PNG;UNO_DRIVE;https://raw.githubusercontent.com/rogersalles/car_models/main/UNO_DRIVE.PNG
UNO_SPORTING.PNG;UNO_SPORTING;https://raw.githubusercontent.com/rogersalles/car_models/main/UNO_SPORTING.PNG
UNO_WAY.PNG;UNO_WAY;https://raw.githubusercontent.com/rogersalles/car_models/main/UNO_WAY.PNG
UP!.PNG;UP!;https://raw.githubusercontent.com/rogersalles/car_models/main/UP!.PNG
UP!_E_MOVE.PNG;UP!_E_MOVE;https://raw.githubusercontent.com/rogersalles/car_models/main/UP!_E_MOVE.PNG
UP!_MOVE.PNG;UP!_MOVE;https://raw.githubusercontent.com/rogersalles/car_models/main/UP!_MOVE.PNG
UP!_TAKE.PNG;UP!_TAKE;https://raw.githubusercontent.com/rogersalles/car_models/main/UP!_TAKE.PNG
VERSA.PNG;VERSA;https://raw.githubusercontent.com/rogersalles/car_models/main/VERSA.PNG
VIRTUS.PNG;VIRTUS;https://raw.githubusercontent.com/rogersalles/car_models/main/VIRTUS.PNG
VIRTUS_COMFORTLINE.PNG;VIRTUS_COMFORTLINE;https://raw.githubusercontent.com/rogersalles/car_models/main/VIRTUS_COMFORTLINE.PNG
VIRTUS_HIGHLINE.PNG;VIRTUS_HIGHLINE;https://raw.githubusercontent.com/rogersalles/car_models/main/VIRTUS_HIGHLINE.PNG
VOYAGE.PNG;VOYAGE;https://raw.githubusercontent.com/rogersalles/car_models/main/VOYAGE.PNG
WR-V.PNG;WR-V;https://raw.githubusercontent.com/rogersalles/car_models/main/WR-V.PNG
X-ADV.PNG;X-ADV;https://raw.githubusercontent.com/rogersalles/car_models/main/X-ADV.PNG
X1.PNG;X1;https://raw.githubusercontent.com/rogersalles/car_models/main/X1.PNG
X_ADV.PNG;X_ADV;https://raw.githubusercontent.com/rogersalles/car_models/main/X_ADV.PNG
XRE.PNG;XRE;https://raw.githubusercontent.com/rogersalles/car_models/main/XRE.PNG
XRE_190_ADVENTURE.PNG;XRE_190_ADVENTURE;https://raw.githubusercontent.com/rogersalles/car_models/main/XRE_190_ADVENTURE.PNG
YARIS.PNG;YARIS;https://raw.githubusercontent.com/rogersalles/car_models/main/YARIS.PNG
YARIS_CROSS.PNG;YARIS_CROSS;https://raw.githubusercontent.com/rogersalles/car_models/main/YARIS_CROSS.PNG
YUAN_PLUS.PNG;YUAN_PLUS;https://raw.githubusercontent.com/rogersalles/car_models/main/YUAN_PLUS.PNG
